Name	Feature	UTM_X	UTM_Y	Lat	Lon
VelinoCluster458	Cluster	354375	4670875	42.17647436	13.23676577
VelinoCluster459	Cluster	348375	4688625	42.3351138	13.15951141
VelinoCluster460	Cluster	331125	4666875	42.13580083	12.95657428
VelinoCluster461	Cluster	370375	4657125	42.05549535	13.4334723
VelinoCluster462	Cluster	322875	4695625	42.39272755	12.84802811
VelinoCluster463	Cluster	348875	4719875	42.6165008	13.15734094
VelinoCluster464	Cluster	351875	4658375	42.06347939	13.20968123
VelinoCluster465	Cluster	375875	4655125	42.03837624	13.50034135
VelinoCluster466	Cluster	395375	4649125	41.98718583	13.73694622
VelinoCluster467	Cluster	332375	4688375	42.32958268	12.96548232
VelinoCluster468	Cluster	344375	4668125	42.14979571	13.11648127
VelinoCluster469	Cluster	364125	4660625	42.08594969	13.35715739
VelinoCluster470	Cluster	361625	4664375	42.11927302	13.32605464
VelinoCluster471	Cluster	329375	4696875	42.40543259	12.92657789
VelinoCluster472	Cluster	396375	4648375	41.9805646	13.74914783
VelinoCluster473	Cluster	355125	4681875	42.27563638	13.24309833
VelinoCluster474	Cluster	322125	4706875	42.49380102	12.83543833
VelinoCluster475	Cluster	382625	4647125	41.9673815	13.58346789
VelinoCluster476	Cluster	339125	4663125	42.10372891	13.05435396
VelinoCluster477	Cluster	351625	4676125	42.22321791	13.20214473
VelinoCluster478	Cluster	348875	4715625	42.57824628	13.15846807
VelinoCluster479	Cluster	328875	4701625	42.44807279	12.91909178
VelinoCluster480	Cluster	371875	4663125	42.10976075	13.45027918
VelinoCluster481	Cluster	386875	4656375	42.05129064	13.63296197
VelinoCluster482	Cluster	325375	4684125	42.28979408	12.88185971
VelinoCluster483	Cluster	331875	4678875	42.24397011	12.96217618
VelinoCluster484	Cluster	349125	4692875	42.3735159	13.16749927
VelinoCluster485	Cluster	360875	4655625	42.04036711	13.31906641
VelinoCluster486	Cluster	382375	4639875	41.90206522	13.58189876
VelinoCluster487	Cluster	366625	4649625	41.98734493	13.38987521
VelinoCluster488	Cluster	353625	4660625	42.0840624	13.23026008
VelinoCluster489	Cluster	315625	4700375	42.43378657	12.75848631
VelinoCluster490	Cluster	383375	4652625	42.01701457	13.59142493
VelinoCluster491	Cluster	340625	4654375	42.02527219	13.074867
VelinoCluster492	Cluster	346125	4711125	42.53719859	13.12618795
VelinoCluster493	Cluster	368875	4662125	42.10026199	13.41423076
VelinoCluster494	Cluster	323375	4687625	42.32084312	12.85654801
VelinoCluster495	Cluster	331375	4676125	42.21911074	12.9569182
VelinoCluster496	Cluster	325375	4706125	42.48779121	12.87518948
VelinoCluster497	Cluster	351875	4670375	42.17150423	13.2066371
VelinoCluster498	Cluster	321125	4709375	42.516069	12.82249683
VelinoCluster499	Cluster	386125	4636125	41.86884861	13.62781932
VelinoCluster500	Cluster	388625	4652875	42.02002613	13.65476871
VelinoCluster501	Cluster	376125	4643875	41.93712502	13.50573195
VelinoCluster502	Cluster	374375	4648375	41.97736448	13.48366894
VelinoCluster503	Cluster	353125	4714125	42.56556474	13.21061758
VelinoCluster504	Cluster	388875	4645625	41.95478092	13.6591583
VelinoCluster505	Cluster	333125	4693375	42.37474615	12.97313376
VelinoCluster506	Cluster	328625	4689125	42.33551641	12.91977364
VelinoCluster507	Cluster	348625	4692625	42.37116833	13.16149505
VelinoCluster508	Cluster	319375	4696375	42.39867124	12.80529974
VelinoCluster509	Cluster	317375	4705625	42.48144615	12.77807561
VelinoCluster510	Cluster	358375	4671625	42.18396016	13.28499416
VelinoCluster511	Cluster	393125	4648875	41.9846327	13.70983581
VelinoCluster512	Cluster	333125	4670375	42.16773206	12.97975813
VelinoCluster513	Cluster	339125	4657875	42.05647186	13.05579761
VelinoCluster514	Cluster	387375	4656875	42.05586446	13.63890634
VelinoCluster515	Cluster	346125	4696125	42.40218191	13.13021217
VelinoCluster516	Cluster	367125	4660375	42.08421241	13.39347275
VelinoCluster517	Cluster	347125	4688875	42.33711965	13.14427989
VelinoCluster518	Cluster	330375	4668625	42.15139002	12.94699572
VelinoCluster519	Cluster	384875	4656625	42.05325124	13.60875104
VelinoCluster520	Cluster	315875	4690625	42.34610398	12.76464042
VelinoCluster521	Cluster	394875	4644375	41.94434785	13.73176023
VelinoCluster522	Cluster	388375	4659625	42.08076829	13.65046382
VelinoCluster523	Cluster	314625	4709375	42.51453865	12.74342886
VelinoCluster524	Cluster	334625	4687125	42.3188131	12.99313266
VelinoCluster525	Cluster	331375	4687125	42.31811623	12.95371726
VelinoCluster526	Cluster	351125	4677375	42.2343751	13.19576864
VelinoCluster527	Cluster	322125	4700875	42.43980403	12.83729868
VelinoCluster528	Cluster	357375	4666625	42.13876694	13.27411401
VelinoCluster529	Cluster	372125	4663625	42.11430315	13.45319249
VelinoCluster530	Cluster	377125	4666125	42.13761099	13.51312727
VelinoCluster531	Cluster	322125	4710375	42.525299	12.83435076
VelinoCluster532	Cluster	329875	4698375	42.41904251	12.9322064
VelinoCluster533	Cluster	362625	4656875	42.05192828	13.33990856
VelinoCluster534	Cluster	329375	4691625	42.35818174	12.92813265
VelinoCluster535	Cluster	348875	4678375	42.2429447	13.16825365
VelinoCluster536	Cluster	369625	4651625	42.00585365	13.42563449
VelinoCluster537	Cluster	396375	4644625	41.94679744	13.74980823
VelinoCluster538	Cluster	340625	4683375	42.28631011	13.06693638
VelinoCluster539	Cluster	342875	4710125	42.52754394	13.08690715
VelinoCluster540	Cluster	353375	4664875	42.12227503	13.22617243
VelinoCluster541	Cluster	355625	4678375	42.24422193	13.25003077
VelinoCluster542	Cluster	317875	4693625	42.3735728	12.78795644
VelinoCluster543	Cluster	367125	4658875	42.07070791	13.39381341
VelinoCluster544	Cluster	339875	4695875	42.39866813	13.05437752
VelinoCluster545	Cluster	355625	4666875	42.14069706	13.25288508
VelinoCluster546	Cluster	325875	4702875	42.45865461	12.88225614
VelinoCluster547	Cluster	340125	4710125	42.5269802	13.05344285
VelinoCluster548	Cluster	378875	4659125	42.07485857	13.53574806
VelinoCluster549	Cluster	386625	4652875	42.01974051	13.63061853
VelinoCluster550	Cluster	341875	4655125	42.03227559	13.08975575
VelinoCluster551	Cluster	351625	4709875	42.52702235	13.19345559
VelinoCluster552	Cluster	376125	4646125	41.9573833	13.5052587
VelinoCluster553	Cluster	356625	4677625	42.23765459	13.26233167
VelinoCluster554	Cluster	331375	4680125	42.25511296	12.95575608
VelinoCluster555	Cluster	378625	4651875	42.00954355	13.53422819
VelinoCluster556	Cluster	335125	4669875	42.16365532	13.00409797
VelinoCluster557	Cluster	395125	4650625	42.0006593	13.73366113
VelinoCluster558	Cluster	354875	4663375	42.10905071	13.24468349
VelinoCluster559	Cluster	327125	4699625	42.42968477	12.89842717
VelinoCluster560	Cluster	338875	4668375	42.15093415	13.04988275
VelinoCluster561	Cluster	317375	4711125	42.53094109	12.77632125
VelinoCluster562	Cluster	327375	4694875	42.38699055	12.90288943
VelinoCluster563	Cluster	392125	4646125	41.95973436	13.69827146
VelinoCluster564	Cluster	335625	4667875	42.14575847	13.01071126
VelinoCluster565	Cluster	315875	4705125	42.47659148	12.75999979
VelinoCluster566	Cluster	316375	4697125	42.40471719	12.76863533
VelinoCluster567	Cluster	335125	4678875	42.2446631	13.00154561
VelinoCluster568	Cluster	334875	4680625	42.2603616	12.99801887
VelinoCluster569	Cluster	336875	4687375	42.32153781	13.02035049
VelinoCluster570	Cluster	397625	4640125	41.90643956	13.76566699
VelinoCluster571	Cluster	378625	4660875	42.09057624	13.53236368
VelinoCluster572	Cluster	358125	4661125	42.08938966	13.28452185
VelinoCluster573	Cluster	337125	4694125	42.38234512	13.02147736
VelinoCluster574	Cluster	326375	4696625	42.40251761	12.89022134
VelinoCluster575	Cluster	354375	4661375	42.09095356	13.239137
VelinoCluster576	Cluster	358125	4673875	42.20417006	13.28141928
VelinoCluster577	Cluster	332125	4684375	42.29352692	12.96361118
VelinoCluster578	Cluster	328875	4666875	42.13531284	12.92936586
VelinoCluster579	Cluster	382625	4656125	42.04841655	13.58166866
VelinoCluster580	Cluster	351625	4659125	42.07018383	13.20647094
VelinoCluster581	Cluster	318125	4711625	42.53561743	12.7852877
VelinoCluster582	Cluster	319875	4707625	42.50003022	12.80784158
VelinoCluster583	Cluster	343375	4664375	42.11584071	13.10539137
VelinoCluster584	Cluster	383375	4659125	42.07553969	13.59013127
VelinoCluster585	Cluster	316125	4695125	42.38665966	12.76623834
VelinoCluster586	Cluster	345625	4713375	42.55735102	13.1194944
VelinoCluster587	Cluster	322625	4686625	42.31167286	12.84775934
VelinoCluster588	Cluster	331375	4692625	42.36761826	12.95211073
VelinoCluster589	Cluster	367875	4650875	41.99880953	13.40467865
VelinoCluster590	Cluster	388875	4633625	41.84672864	13.66141726
VelinoCluster591	Cluster	383625	4643875	41.93826666	13.59617519
VelinoCluster592	Cluster	380625	4642625	41.92656364	13.56025045
VelinoCluster593	Cluster	321375	4698125	42.41488299	12.82904066
VelinoCluster594	Cluster	348375	4673625	42.20008979	13.16343626
VelinoCluster595	Cluster	385875	4649125	41.98586689	13.62229104
VelinoCluster596	Cluster	365875	4654875	42.03448358	13.3796251
VelinoCluster597	Cluster	356625	4653125	42.01709747	13.26835058
VelinoCluster598	Cluster	341625	4699375	42.43053019	13.07466571
VelinoCluster599	Cluster	370875	4662125	42.10059364	13.43840914
VelinoCluster600	Cluster	391375	4657625	42.06318067	13.68709544
VelinoCluster601	Cluster	324125	4699375	42.42676059	12.86205831
VelinoCluster602	Cluster	337875	4687625	42.32399685	13.03240917
VelinoCluster603	Cluster	376875	4657375	42.05879143	13.51194643
VelinoCluster604	Cluster	315125	4702375	42.45166563	12.75176845
VelinoCluster605	Cluster	318625	4702875	42.456992	12.79414239
VelinoCluster606	Cluster	326875	4701875	42.44987877	12.89471193
VelinoCluster607	Cluster	322375	4691875	42.35886459	12.84311328
VelinoCluster608	Cluster	338625	4661875	42.09237464	13.04865538
VelinoCluster609	Cluster	361375	4654375	42.02920196	13.32540052
VelinoCluster610	Cluster	358625	4659375	42.07372544	13.29098792
VelinoCluster611	Cluster	380625	4650125	41.99409272	13.55872922
VelinoCluster612	Cluster	326875	4684125	42.29012861	12.90004228
VelinoCluster613	Cluster	340375	4696125	42.40102127	13.06038013
VelinoCluster614	Cluster	330375	4674875	42.20764369	12.94517448
VelinoCluster615	Cluster	324125	4692125	42.36151224	12.86427277
VelinoCluster616	Cluster	349875	4717875	42.59869401	13.17005499
VelinoCluster617	Cluster	376125	4662125	42.10143999	13.50187929
VelinoCluster618	Cluster	350875	4707125	42.5021244	13.18504502
VelinoCluster619	Cluster	338625	4678375	42.24089378	13.04408404
VelinoCluster620	Cluster	345125	4672625	42.19045139	13.12435701
VelinoCluster621	Cluster	393875	4652125	42.01399842	13.7183002
VelinoCluster622	Cluster	330875	4687625	42.32250801	12.94750716
VelinoCluster623	Cluster	372625	4654625	42.03335488	13.46119751
VelinoCluster624	Cluster	384125	4637625	41.88206445	13.60343234
VelinoCluster625	Cluster	349625	4692875	42.37361279	13.17356918
VelinoCluster626	Cluster	346375	4709375	42.52149653	13.1297009
VelinoCluster627	Cluster	345375	4680125	42.25801202	13.12538629
VelinoCluster628	Cluster	342875	4678375	42.24176046	13.09556743
VelinoCluster629	Cluster	333875	4674875	42.20839519	12.98754763
VelinoCluster630	Cluster	351375	4674125	42.20516665	13.19962851
VelinoCluster631	Cluster	394875	4646875	41.96685916	13.73131378
VelinoCluster632	Cluster	359125	4657625	42.05806077	13.29745069
VelinoCluster633	Cluster	377875	4648375	41.97791464	13.52590127
VelinoCluster634	Cluster	358375	4661375	42.09168542	13.28748286
VelinoCluster635	Cluster	345625	4683875	42.29181682	13.12741625
VelinoCluster636	Cluster	372875	4651375	42.00413428	13.46492075
VelinoCluster637	Cluster	361875	4653125	42.0180364	13.33173237
VelinoCluster638	Cluster	325375	4689125	42.3347941	12.88034964
